"Wahlkreis-
schlüssel",Wahlkreisname,Wahlvorschlagsträger,"Listenplatz-
nummer","Bewerber im
Stimmkreis",Titel,(Adels)zusatz,Vorname,Nachname,Geburtsjahr
2,Niederbayern,mut,1109,,,,Helga,Feirer,1961
2,Niederbayern,mut,1110,,,,Ferdinand,Pohler,1989
2,Niederbayern,mut,1111,,,,Vanessa,Gebsattel-Ederer,1986
2,Niederbayern,mut,1112,,,,Konrad,Zens,1960
2,Niederbayern,mut,1113,,,,Ina,Hofmann,1980
2,Niederbayern,mut,1114,,,,Monika,Drathschmid,1992
2,Niederbayern,Tierschutzpartei,1201,,,,Gertraud,Götz-Volkmann,1959
2,Niederbayern,Tierschutzpartei,1202,,,,Carina,Huber,1969
2,Niederbayern,Tierschutzpartei,1203,,,,Kaspar,Obermüller,1944
2,Niederbayern,Tierschutzpartei,1204,,,,Ingrid,Röhrner,1965
2,Niederbayern,Tierschutzpartei,1205,,,,Martina,Schlesinger,1976
2,Niederbayern,Tierschutzpartei,1206,204,,,Bernd Joseph,Seidemann,1958
2,Niederbayern,V-Partei³,1301,201,,,Johann,Kiermaier,1964
3,Oberpfalz,CSU,101,303,,,Albert,Füracker,1968
3,Oberpfalz,CSU,102,,,,Rita,Blümel,1961
3,Oberpfalz,CSU,103,,,,Bärthlein,Thomas,1963
3,Oberpfalz,CSU,104,,,,Barbara,Haimerl,1968
3,Oberpfalz,CSU,105,,,,Michael,Lehner,1984
3,Oberpfalz,CSU,106,,,,Tanja,Renner,1982
3,Oberpfalz,CSU,107,,,,Helga,Huber,1968
3,Oberpfalz,CSU,108,,,,Dagmar,Nachtigall,1966
3,Oberpfalz,CSU,109,,,,Manfred,Wendl,1968
3,Oberpfalz,CSU,110,306,,,Alexander,Flierl,1970
3,Oberpfalz,CSU,111,302,Dr.,,Gerhard,Hopp,1981
3,Oberpfalz,CSU,112,308,Dr.,,Stephan,Oetzinger,1984
3,Oberpfalz,CSU,113,307,,,Tobias,Reiß,1968
3,Oberpfalz,CSU,114,305,Dr.,,Franz,Rieger,1959
3,Oberpfalz,CSU,115,301,Dr.,,Harald,Schwartz,1969
3,Oberpfalz,CSU,116,304,,,Sylvia,Stierstorfer,1963
3,Oberpfalz,SPD,201,308,,,Annette,Karl,1960
3,Oberpfalz,SPD,202,301,,,Uwe,Bergmann,1971
3,Oberpfalz,SPD,203,305,,,Margit,Wild,1957
3,Oberpfalz,SPD,204,306,,,Peter,Wein,1988
3,Oberpfalz,SPD,205,307,,,Jutta,Deiml,1962
3,Oberpfalz,SPD,206,304,,,Matthias,Jobst,1987
3,Oberpfalz,SPD,207,302,,,Franz,Kopp,1984
3,Oberpfalz,SPD,208,303,,,Andre,Madeisky,1982
3,Oberpfalz,SPD,209,,Dr.,,Carolin,Wagner,1982
3,Oberpfalz,SPD,210,,Dr.,,Armin,Rüger,1962
3,Oberpfalz,SPD,211,,,,Evi,Thanheiser,1968
3,Oberpfalz,SPD,212,,,,Raphael,Bittner,1999
3,Oberpfalz,SPD,213,,,,Petra,Lutz,1964
3,Oberpfalz,SPD,214,,,,Philipp,Eisinger,1995
3,Oberpfalz,SPD,215,,Dr.,,Sema,Tasali-Stoll,1960
3,Oberpfalz,SPD,216,,,,Sebastian,Meier,1990
3,Oberpfalz,FREIE WÄHLER,301,306,,,Joachim,Hanisch,1948
3,Oberpfalz,FREIE WÄHLER,302,304,,,Tobias,Gotthardt,1977
3,Oberpfalz,FREIE WÄHLER,303,302,,,Robert,Riedl,1955
3,Oberpfalz,FREIE WÄHLER,304,305,,,Kerstin,Radler,1961
3,Oberpfalz,FREIE WÄHLER,305,307,,,Bernhard,Schmidt,1972
3,Oberpfalz,FREIE WÄHLER,306,303,,,Matthias,Penkala,1990
3,Oberpfalz,FREIE WÄHLER,307,301,,,Alexandra,Sitter,1970
3,Oberpfalz,FREIE WÄHLER,308,308,,,Karl,Meier,1955
3,Oberpfalz,FREIE WÄHLER,309,,,,Tobias,Groß,1981
3,Oberpfalz,FREIE WÄHLER,310,,,,Doris,Lehnerer,1975
3,Oberpfalz,FREIE WÄHLER,311,,,,Julia,Strobl,1986
3,Oberpfalz,FREIE WÄHLER,312,,,,Thomas,Riedl,1963
3,Oberpfalz,FREIE WÄHLER,313,,,,Manfred,Hetznegger,1959
3,Oberpfalz,FREIE WÄHLER,314,,Dr.,,Herbert,Weidacher,1956
3,Oberpfalz,FREIE WÄHLER,315,,,,Hans-Peter,Landsmann,1967
3,Oberpfalz,FREIE WÄHLER,316,,,,Alfred,Jäger,1975
3,Oberpfalz,GRÜNE,401,305,,,Jürgen,Mistol,1965
3,Oberpfalz,GRÜNE,402,307,,,Anna,Toman,1991
3,Oberpfalz,GRÜNE,403,,,,Tina,Winklmann,1980
3,Oberpfalz,GRÜNE,404,306,,,Benjamin,Quaas,1987
3,Oberpfalz,GRÜNE,405,,,,Yvonne,Rösel,1967
3,Oberpfalz,GRÜNE,406,302,,,Michael,Doblinger,1962
3,Oberpfalz,GRÜNE,407,,,,Eva,Borke-Thoma,1985
3,Oberpfalz,GRÜNE,408,308,,,Klaus,Bergmann,1964
3,Oberpfalz,GRÜNE,409,,,,Veronika,Zeichinger,1986
3,Oberpfalz,GRÜNE,410,301,Dr.,,Klaus,Ebenburger,1949
3,Oberpfalz,GRÜNE,411,,,,Petra,Mölders,1958
3,Oberpfalz,GRÜNE,412,304,,,Josef,Stadler,1955
3,Oberpfalz,GRÜNE,413,,,,Marie,Wein,1999
3,Oberpfalz,GRÜNE,414,,,,Mathias,Schüßler,1998
3,Oberpfalz,GRÜNE,415,,,,Sonja,Schuhmacher,1959
3,Oberpfalz,GRÜNE,416,303,,,Siegfried,Hauff,1958
3,Oberpfalz,FDP,501,308,,,Christoph,Skutella,1985
3,Oberpfalz,FDP,502,305,,,Huu Loi,Vo,1984
3,Oberpfalz,FDP,503,303,,,Nils,Gründer,1997
3,Oberpfalz,FDP,504,,,,Silvia,Burger-Sippl,1965
3,Oberpfalz,FDP,505,302,,,Alfred,Stuiber,1980
3,Oberpfalz,FDP,506,,,,Reinhard,Kremser,1958
3,Oberpfalz,FDP,507,,Dr.,,Ilka,Enger,1964
3,Oberpfalz,FDP,508,,,,Joachim,Behrendt,1964
3,Oberpfalz,FDP,509,301,,,Markus,Hochholdinger,1995
3,Oberpfalz,FDP,510,,,,Kilian,Taubmann,1987
3,Oberpfalz,FDP,511,,,,Ulrich,Kraus,1978
3,Oberpfalz,FDP,512,307,,,Reinhard,Heinrich,1959
3,Oberpfalz,FDP,513,306,,,Wolf-Dieter,Grahn,1949
3,Oberpfalz,FDP,514,,,,Mathilde,Wilka,1954
3,Oberpfalz,FDP,515,304,,,Ingo,Lederer,1983
3,Oberpfalz,FDP,516,,,,Alexander,Hubmann,1972
3,Oberpfalz,DIE LINKE,601,302,,,Marius Josef,Brey,1996
3,Oberpfalz,DIE LINKE,602,304,,,Ursula,Maxim,1967
3,Oberpfalz,DIE LINKE,603,306,,,Eva,Kappl,1998
3,Oberpfalz,DIE LINKE,604,308,,,Ali Daniel,Zant,1971
3,Oberpfalz,DIE LINKE,605,,,,Nadine,Schienhammer,1983
3,Oberpfalz,DIE LINKE,606,301,,,Wolfgang,Berndt,1949
3,Oberpfalz,DIE LINKE,607,,,,Martina,Sivan,1956
3,Oberpfalz,DIE LINKE,608,303,,,Tobias,Emmerling,1996
3,Oberpfalz,DIE LINKE,609,,,,Jan,Schwarz,1997
3,Oberpfalz,DIE LINKE,610,,,,Philipp,Schmidt,1997
3,Oberpfalz,DIE LINKE,611,,,,Karl,Fleisser,1952
3,Oberpfalz,DIE LINKE,612,307,,,Christian,Weidner,1969
3,Oberpfalz,DIE LINKE,613,305,,,Richard,Spieß,1959
3,Oberpfalz,DIE LINKE,614,,,,Christian,Oberthür,1982
3,Oberpfalz,DIE LINKE,615,,,,Marian,Decker,1952
3,Oberpfalz,DIE LINKE,616,,,,Sarah,Hundt,1992
3,Oberpfalz,BP,701,305,,,Werner,Suttner,1968
3,Oberpfalz,BP,702,308,,,Petra,Ringelmann,1971
3,Oberpfalz,BP,703,307,,,Maximilian,Schmieder,1996
3,Oberpfalz,BP,704,304,,,Natalie,Smolevska,1995
3,Oberpfalz,BP,705,301,,,Markus,Mrozek,1973
3,Oberpfalz,BP,706,302,,,Alexander,Schweikl,1975
3,Oberpfalz,BP,707,303,,,Alexander,Koll-Pfeifer,1992
3,Oberpfalz,BP,708,306,,,Alexander,Weber,1970
3,Oberpfalz,BP,709,,,,Michael,Prensky,1959
3,Oberpfalz,BP,710,,,,Thomas,Schindler,1970
3,Oberpfalz,BP,711,,,,Markus,Weinfurtner,1972
3,Oberpfalz,BP,712,,,,Peter,Eberhardt,1951
3,Oberpfalz,BP,713,,,,Berthold,Oel,1961
3,Oberpfalz,BP,714,,,,Peter,Bachmann,1972
3,Oberpfalz,BP,715,,,,Magdalena,Lang,1961
3,Oberpfalz,BP,716,,,,Gerhard,Karl,1965
3,Oberpfalz,ÖDP,801,301,,,Klaus,Mrasek,1964
3,Oberpfalz,ÖDP,802,308,Dr.,,Barbara,Kindl,1964
3,Oberpfalz,ÖDP,803,306,,,Alfred,Damm,1963
3,Oberpfalz,ÖDP,804,305,,,Benedikt,Suttner,1980
3,Oberpfalz,ÖDP,805,304,Dr.,,Thomas,Mauch,1954
3,Oberpfalz,ÖDP,806,307,,,Theresia,Kunz,1962
3,Oberpfalz,ÖDP,807,303,,,Joseph,Neumeyer,1958
3,Oberpfalz,ÖDP,808,302,,,Ruth,Meissner,1960
3,Oberpfalz,ÖDP,809,,,,Claudia,Wiest,1967
3,Oberpfalz,ÖDP,810,,,,Heidi,Eckl,1964
3,Oberpfalz,ÖDP,811,,,,Franz,Badura,1968
3,Oberpfalz,ÖDP,812,,,,Gerald,Schmid,1970
3,Oberpfalz,ÖDP,813,,,,Hannes,Eberhardt,1981
3,Oberpfalz,ÖDP,814,,Dr.,,Stefan,Scheingraber,1968
3,Oberpfalz,ÖDP,815,,,,Monika,Schönfelder-Hans,1964
3,Oberpfalz,ÖDP,816,,,,Andreas,Hartung,1965
3,Oberpfalz,PIRATEN,901,305,,,Andreas,Kramm,1980
3,Oberpfalz,PIRATEN,902,308,,,Tobias,Stenzel,1986
3,Oberpfalz,PIRATEN,903,306,,,Klaus,Terbeznik,1970
3,Oberpfalz,PIRATEN,904,,,,Katharina,Graßler,1986
3,Oberpfalz,PIRATEN,905,,,,Peter,Lang,1959
3,Oberpfalz,PIRATEN,906,,,,Steffen,Heuer,1981
3,Oberpfalz,AfD,1001,308,,,Roland,Magerl,1973
3,Oberpfalz,AfD,1002,305,,,Benjamin,Nolte,1982
3,Oberpfalz,AfD,1003,307,,,Stefan,Löw,1990
3,Oberpfalz,AfD,1004,301,,,Claudia,Marino,1964
3,Oberpfalz,AfD,1005,306,,,Reinhard,Mixl,1961
3,Oberpfalz,AfD,1006,304,,,Dieter,Arnold,1973
3,Oberpfalz,AfD,1007,303,,,Werner,Meier,1967
3,Oberpfalz,AfD,1008,302,,,Josef,Lankes,1961
3,Oberpfalz,mut,1101,305,Prof.,,Hansjoerg,Zimmermann,1959
3,Oberpfalz,mut,1102,304,,,Alexandra,Geiger,1961
3,Oberpfalz,mut,1103,,,,Ferdinand,Kosak,1981
3,Oberpfalz,mut,1104,,,,Julia,Seiche,1952
3,Oberpfalz,mut,1105,,,,Reinhold,Bortner,1963
3,Oberpfalz,mut,1106,,,,Anna-Maria,Mücke,1960
3,Oberpfalz,mut,1107,,,,Florian,Vielsmaier,1980
3,Oberpfalz,mut,1108,,,,Ulla,Baumer,1958
3,Oberpfalz,mut,1109,,,,Janis,Franzen,1989
3,Oberpfalz,mut,1110,,,,Lisa,Polzer,1983
3,Oberpfalz,mut,1111,,,,Franco,Pizzuto,1983
3,Oberpfalz,mut,1112,,,,Laura,Franzen,1988
3,Oberpfalz,mut,1113,,,,Frank,Krieg,1964
3,Oberpfalz,mut,1114,,,,Lisa,Kugler,1986
3,Oberpfalz,mut,1115,,,,Dominik,Müller,1969
3,Oberpfalz,mut,1116,,,,Helena,Schmid,1981
3,Oberpfalz,Die PARTEI,1201,,,,Maximilian,Hartl,2000
3,Oberpfalz,Die PARTEI,1202,305,,,Ingo,Frank,1989
3,Oberpfalz,Die PARTEI,1203,,,,Anton,Seidl,1992
3,Oberpfalz,Die PARTEI,1204,,,,Milena,Porsch,1996
3,Oberpfalz,Die PARTEI,1205,,,,Melody,Bayer,1987
3,Oberpfalz,Die PARTEI,1206,,,,Stefan,Schwaiger,1991
3,Oberpfalz,Die PARTEI,1207,,,,Karin,Sindersberger,1971
3,Oberpfalz,Die PARTEI,1208,,,,Christian,Baumann,1961
3,Oberpfalz,Gesundheitsforschung,1301,303,,,Christine,Kellner,1991
3,Oberpfalz,Gesundheitsforschung,1302,,,,Fabian,Pudlo,1995
3,Oberpfalz,Gesundheitsforschung,1303,,,,Yue,Li,1986
3,Oberpfalz,Gesundheitsforschung,1304,,,,Udo,Schmidtke,1991
3,Oberpfalz,V-Partei³,1401,302,,,Andrea,Pedanova,1989
3,Oberpfalz,V-Partei³,1402,304,,,Beate,Knauer,1968
4,Oberfranken,CSU,101,402,,,Melanie,Huml,1975
4,Oberfranken,CSU,102,,,Freiherr von,Ludwig,Lerchenfeld,1957
4,Oberfranken,CSU,103,403,,,Gudrun,Brendel-Fischer,1959
4,Oberfranken,CSU,104,404,,,Martin,Mittag,1982
4,Oberfranken,CSU,105,406,,,Alexander,König,1961
4,Oberfranken,CSU,106,,,,Paul-Bernhard,Wagner,1986
4,Oberfranken,CSU,107,,,,Rosa,Kraus,1961
4,Oberfranken,CSU,108,408,,,Martin,Schöffel,1977
4,Oberfranken,CSU,109,401,,,Holger,Dremel,1972
4,Oberfranken,CSU,110,,Dr.,,Michael,Hohl,1959
4,Oberfranken,CSU,111,405,,,Michael,Hofmann,1974
4,Oberfranken,CSU,112,,,,Stefan,Kuhn,1976
4,Oberfranken,CSU,113,,,,Michael,Schulz,1968
4,Oberfranken,CSU,114,,,,Alexander,Hummel,1977
4,Oberfranken,CSU,115,,,,Christian,Zorn,1979
4,Oberfranken,CSU,116,407,,,Jürgen,Baumgärtner,1973
4,Oberfranken,SPD,201,408,,,Inge,Aures,1956
4,Oberfranken,SPD,202,406,,,Klaus,Adelt,1956
4,Oberfranken,SPD,203,404,,,Michael,Busch,1957
4,Oberfranken,SPD,204,407,Dr.,,Ralf,Pohl,1964
4,Oberfranken,SPD,205,403,,,Halil,Tasdelen,1973
4,Oberfranken,SPD,206,402,,,Heinz,Kuntke,1951
4,Oberfranken,SPD,207,405,Dr.,,Atila,Karabag,1972
4,Oberfranken,SPD,208,401,,,Uwe,Metzner,1968
4,Oberfranken,SPD,209,,,,Franziska,Bartl,1985
4,Oberfranken,SPD,210,,,,Sebastian,Müller,1987
4,Oberfranken,SPD,211,,,,Miriam,Müller,1982
4,Oberfranken,SPD,212,,,,Jörg,Mielentz,1975
4,Oberfranken,SPD,213,,,,Christina,Flauder,1964
4,Oberfranken,SPD,214,,,,Oliver,Winkelmaier,1976
4,Oberfranken,SPD,215,,,,Richard,Schmidt,1996
4,Oberfranken,SPD,216,,,,Joscha,Berger,1997
4,Oberfranken,FREIE WÄHLER,301,405,,,Thorsten,Glauber,1970
4,Oberfranken,FREIE WÄHLER,302,408,,,Rainer,Ludwig,1961
4,Oberfranken,FREIE WÄHLER,303,403,,,Florian,Wiedemann,1981
4,Oberfranken,FREIE WÄHLER,304,407,,,Michael,Zwingmann,1974
4,Oberfranken,FREIE WÄHLER,305,404,,,Maria,Preißler,1997
4,Oberfranken,FREIE WÄHLER,306,,,,Elisabeth,Simmerlein,1990
4,Oberfranken,FREIE WÄHLER,307,401,,,Verena,Scheer,1989
4,Oberfranken,FREIE WÄHLER,308,406,,,Hans Martin,Grötsch,1979
4,Oberfranken,FREIE WÄHLER,309,402,,,Dietmar,Schutty,1961
4,Oberfranken,FREIE WÄHLER,310,,,,Maria,Lampl,1955
4,Oberfranken,FREIE WÄHLER,311,,,,Georg,Deuerling,1968
4,Oberfranken,FREIE WÄHLER,312,,,,Viktor,Weber,1988
4,Oberfranken,FREIE WÄHLER,313,,Dr.,von,Klaus,Stetten,1959
4,Oberfranken,FREIE WÄHLER,314,,,,Claudia,John,1989
4,Oberfranken,FREIE WÄHLER,315,,,,Peter,Rödel,1950
4,Oberfranken,FREIE WÄHLER,316,,,,Max,Kräußlich,1991
4,Oberfranken,GRÜNE,401,402,,,Ursula,Sowa,1957
4,Oberfranken,GRÜNE,402,403,,,Tim,Pargent,1993
4,Oberfranken,GRÜNE,403,407,,,Edith,Memmel,1951
4,Oberfranken,GRÜNE,404,405,,,Emmerich,Huber,1953
4,Oberfranken,GRÜNE,405,404,,,Ina,Sinterhauf,1976
4,Oberfranken,GRÜNE,406,406,,,Philipp,Brammer,1976
4,Oberfranken,GRÜNE,407,,Dr.,,Annette,Prechtel,1974
4,Oberfranken,GRÜNE,408,408,,,Wilfried,Kukla,1952
4,Oberfranken,GRÜNE,409,,,,Martina,Benzel-Weyh,1974
4,Oberfranken,GRÜNE,410,401,,,Georg,Lunz,1960
4,Oberfranken,GRÜNE,411,,,,Brigitte,Artmann,1959
4,Oberfranken,GRÜNE,412,,,,Ralph,Behr,1968
4,Oberfranken,GRÜNE,413,,,,Elisabeth,Wandel,1955
4,Oberfranken,GRÜNE,414,,,,Valentin,Motschmann,1987
4,Oberfranken,GRÜNE,415,,,,Ulrike,Gote,1965
4,Oberfranken,GRÜNE,416,,,,Jonas,Glüsenkamp,1988
4,Oberfranken,FDP,501,405,,,Sebastian,Körber,1980
4,Oberfranken,FDP,502,402,,,Martin,Pöhner,1977
4,Oberfranken,FDP,503,408,,,Michael,Otte,1968
4,Oberfranken,FDP,504,407,,,Harald,Bischoff,1973
4,Oberfranken,FDP,505,401,,,Martin,Wünsche,1995
4,Oberfranken,FDP,506,404,Dr.,,Ulrich,Herbert,1952
4,Oberfranken,FDP,507,403,,,Luisa,Funke-Barjak,1983
4,Oberfranken,FDP,508,406,,,Peter,Senf,1969
4,Oberfranken,FDP,509,,,,Margit,Drechsler,1965
4,Oberfranken,FDP,510,,,,Steffen,Wernsdörfer,1993
4,Oberfranken,FDP,511,,,,Sebastian,Pflaum,1990
4,Oberfranken,FDP,512,,,,Stefan,Schick,1969
4,Oberfranken,FDP,513,,Dr.,,Stephan,Huttner,1959
4,Oberfranken,FDP,514,,,,Peter,Froeschmann,1947
4,Oberfranken,FDP,515,,,,Irmgard,Nehmzow,1943
4,Oberfranken,FDP,516,,,,Gerold,Gebhard,1968
4,Oberfranken,DIE LINKE,601,402,,,Paul,Lehmann,1987
4,Oberfranken,DIE LINKE,602,,,,Babette,Saeidi,1965
4,Oberfranken,DIE LINKE,603,406,,,Manuel,Frisch,1980
4,Oberfranken,DIE LINKE,604,403,,,Sebastian,Sommerer,1993
4,Oberfranken,DIE LINKE,605,,,,Gabriele,Schmittnägel,1952
4,Oberfranken,DIE LINKE,606,407,,,Detlef,Knoblach,1957
4,Oberfranken,DIE LINKE,607,401,,,Andreas,Tränkenschuh,1994
4,Oberfranken,DIE LINKE,608,408,,,Oswald,Greim,1954
4,Oberfranken,DIE LINKE,609,404,,,Florian,Bätz,1990
4,Oberfranken,DIE LINKE,610,405,,,Wilfried,Pätzke,1955
4,Oberfranken,DIE LINKE,611,,,,Ludwig,Baumgartner,1978
4,Oberfranken,DIE LINKE,612,,,,Gerhard,Zimmermann,1954
4,Oberfranken,DIE LINKE,613,,,,Stefan,Warstat,1965
4,Oberfranken,DIE LINKE,614,,,,Linus,Hluchy,1999
4,Oberfranken,DIE LINKE,615,,,,Tobias,Gellenthien,1997
4,Oberfranken,DIE LINKE,616,,,,René,Hähnlein,1971
4,Oberfranken,BP,701,406,,,Jürgen,Wagner,1962
4,Oberfranken,BP,702,402,,,Thomas,Dotzler,1965
4,Oberfranken,BP,703,403,,,Alfred,Ehret,1953
4,Oberfranken,BP,704,404,,,Frank,Suck,1966
4,Oberfranken,BP,705,401,,,Gunther,Sedlmeyer,1958
4,Oberfranken,BP,706,408,,,Christiane,Zeigler,1961
4,Oberfranken,BP,707,405,,,Torsten,Voß,1980
4,Oberfranken,BP,708,407,,,Matthias,Gerbig,1972
4,Oberfranken,ÖDP,801,407,,,Thomas,Müller,1954
4,Oberfranken,ÖDP,802,405,,,Manuela,Forster,1972
4,Oberfranken,ÖDP,803,404,,,Thomas,Büchner,1962
4,Oberfranken,ÖDP,804,401,,,Tobias,Sieling,1971
4,Oberfranken,ÖDP,805,406,,,Stephan,Schmidt,1985
4,Oberfranken,ÖDP,806,403,,,Bernd,Koppe,1961
4,Oberfranken,ÖDP,807,402,,,Lucas,Büchner,1988
4,Oberfranken,ÖDP,808,408,,,Reinhard,Englert,1950
4,Oberfranken,ÖDP,809,,,,Christoph,Raabs,1972
4,Oberfranken,ÖDP,810,,,,Raphael,Grimm,1969
4,Oberfranken,ÖDP,811,,,,Konrad,Bachmeyer,1954
4,Oberfranken,ÖDP,812,,,,Ralf,Duppel,1962
4,Oberfranken,ÖDP,813,,,,Dietmar,Dworazik,1952
4,Oberfranken,ÖDP,814,,,,Markus,Lenk,1968
4,Oberfranken,ÖDP,815,,,,Simon,Wilhelm,1976
4,Oberfranken,ÖDP,816,,,,Michael,Pülz,1960
4,Oberfranken,PIRATEN,901,406,,,Michael,Rödel,1990
4,Oberfranken,PIRATEN,902,407,,,Peter,Großrau,1977
4,Oberfranken,PIRATEN,903,,,,Karl,Wagner,1960
4,Oberfranken,PIRATEN,904,,,,Richard,Leopold,1966
4,Oberfranken,PIRATEN,905,,,,Stephan,Korb,1971
4,Oberfranken,PIRATEN,906,,,,Anita,Berek,1972
4,Oberfranken,PIRATEN,907,,,,Daniel,Rauh,1987
4,Oberfranken,PIRATEN,908,,,,Holger,Sturm,1971
4,Oberfranken,PIRATEN,909,,,,Nico,Steffen,1977
4,Oberfranken,AfD,1001,404,,,Martin,Böhm,1964
4,Oberfranken,AfD,1002,407,,,Detlef,Rauh,1953
4,Oberfranken,AfD,1003,405,,,Dominik,Pflaum,1987
4,Oberfranken,AfD,1004,402,,,Jan,Schiffers,1977
4,Oberfranken,AfD,1005,403,,,Thomas,Rausch,1961
4,Oberfranken,AfD,1006,406,Prof.Dr.,,Michael,Wüst,1956
4,Oberfranken,AfD,1007,401,,,Florian,Köhler,1994
4,Oberfranken,AfD,1008,408,,,Gerd,Kögler,1967
4,Oberfranken,mut,1101,408,,,Michaela,Hüttner,1973
4,Oberfranken,mut,1102,402,,,Iris,Fischer,1964
4,Oberfranken,mut,1103,403,,,Christine,Raithel,1967
4,Oberfranken,mut,1104,,,,Simone,Göcking,1962
4,Oberfranken,mut,1105,,,,Anne,Gerdom,1987
4,Oberfranken,mut,1106,,,,Claudia,Zeus,1964
4,Oberfranken,mut,1107,,,,Ursula,Grüner,1958
4,Oberfranken,mut,1108,,,,Arno,Pfaffenberger,1961
4,Oberfranken,mut,1109,,,,Dietmar,Bauer,1969
4,Oberfranken,mut,1110,,,,Lutz-Benno,Kracke,1943
4,Oberfranken,mut,1111,,,,Martina,Kraus,1962
4,Oberfranken,mut,1112,,,,Jürgen,Hoffmann,1965
4,Oberfranken,mut,1113,,,,Cornelia,Hersch,1961
4,Oberfranken,mut,1114,,,,Reinhard,Hüttner,1968
4,Oberfranken,mut,1115,,,,Ramona,Prodöhl,1966
4,Oberfranken,mut,1116,,,,Werner,Kampe,1962
4,Oberfranken,Die PARTEI,1201,,,,Julian,Krumm,1995
4,Oberfranken,Die PARTEI,1202,402,,,Andreas,Roensch,1977
4,Oberfranken,Die PARTEI,1203,403,,,Julian,Kreten,1988
4,Oberfranken,Die PARTEI,1204,,,,Thilo,Walter,1971
4,Oberfranken,Die PARTEI,1205,406,,,Andreas,Hartmann,1980
4,Oberfranken,Die PARTEI,1206,,,,Michael,Beck,1975
4,Oberfranken,Die PARTEI,1207,,,,Julian,Zippel,1996
4,Oberfranken,Die PARTEI,1208,,,,Markus,Hautsch,1965
4,Oberfranken,Die PARTEI,1209,,,,Silas Rouven,Frerking,1987
4,Oberfranken,Die PARTEI,1210,,,,Frank,Schern,1974
4,Oberfranken,Die PARTEI,1211,,,,Cornelia,Thielmann,1992
4,Oberfranken,Gesundheitsforschung,1301,406,,,Werner,Köhler,1949
4,Oberfranken,Gesundheitsforschung,1302,,,,Britta,Jäckel,1970
4,Oberfranken,Gesundheitsforschung,1303,,,,Boris,Schmalz,1984
4,Oberfranken,V-Partei³,1401,,,,Christian,Billner,1984
4,Oberfranken,V-Partei³,1402,,,,Felix,Schindelmann,1983
4,Oberfranken,V-Partei³,1403,403,,,Reinhard,Frederking,1962
4,Oberfranken,V-Partei³,1404,,,,Regina,Frederking,1960
4,Oberfranken,V-Partei³,1405,,,,Christian,Pförtsch,1977
4,Oberfranken,V-Partei³,1406,,,,Shelby,O'Toole,1996
4,Oberfranken,V-Partei³,1407,,,,Bettina,Granegger,1970
5,Mittelfranken,CSU,101,502,Dr.,,Markus,Söder,1967
5,Mittelfranken,CSU,102,508,,,Joachim,Herrmann,1956
5,Mittelfranken,CSU,103,509,,,Petra,Guttenberger,1962
5,Mittelfranken,CSU,104,510,,,Hans,Herold,1955
5,Mittelfranken,CSU,105,501,,,Barbara,Regitz,1958
5,Mittelfranken,CSU,106,505,,,Andreas,Schalk,1984
5,Mittelfranken,CSU,107,503,,,Karl,Freller,1956
5,Mittelfranken,CSU,108,,,,Cornelia,Trinkl,1982
5,Mittelfranken,CSU,109,507,,,Walter,Nussel,1965
5,Mittelfranken,CSU,110,,,,Ursula,Dietzel,1964
5,Mittelfranken,CSU,111,511,,,Norbert,Dünkel,1961
5,Mittelfranken,CSU,112,512,,,Volker,Bauer,1971
5,Mittelfranken,CSU,113,506,,,Manuel,Westphal,1974
5,Mittelfranken,CSU,114,504,,,Jochen,Kohler,1975
5,Mittelfranken,CSU,115,,,,Gerlinde,Mathes,1966
5,Mittelfranken,CSU,116,,,,Gabriele,Lay,1952
5,Mittelfranken,CSU,117,,,,Bastian,Gebhardt,1985
5,Mittelfranken,CSU,118,,,,Alfons,Brandl,1966
5,Mittelfranken,CSU,119,,,,Alexandra,Beugel-Hilz,1988
5,Mittelfranken,CSU,120,,,,Peter,Höfler,1977
5,Mittelfranken,CSU,121,,,,Jörg,Volleth,1971
5,Mittelfranken,CSU,122,,,,Renate,Ixmeier,1965
5,Mittelfranken,CSU,123,,,,Lutz,Quester,1958
5,Mittelfranken,CSU,124,,,,Alexander,Hommel,1973
5,Mittelfranken,SPD,201,509,,,Horst,Arnold,1962
5,Mittelfranken,SPD,202,507,,,Alexandra,Hiersemann,1960
5,Mittelfranken,SPD,203,501,,,Arif,Tasdelen,1974
5,Mittelfranken,SPD,204,511,,,Andrea,Lipka,1967
5,Mittelfranken,SPD,205,504,,,Stefan,Schuster,1959
5,Mittelfranken,SPD,206,502,,,Kerstin,Gardill,1976
5,Mittelfranken,SPD,207,510,,,Harry,Scheuenstuhl,1961
5,Mittelfranken,SPD,208,503,,,Claudia,Arabackyj,1972
5,Mittelfranken,SPD,209,506,,,Harald,Dösel,1972
5,Mittelfranken,SPD,210,508,Dr.,,Philipp,Dees,1982
5,Mittelfranken,SPD,211,512,,,Marcel,Schneider,1969
5,Mittelfranken,SPD,212,505,,,Norbert,Ringler,1970
5,Mittelfranken,SPD,213,,,,Dionisia,Vlachou,1974
5,Mittelfranken,SPD,214,,,,Jonas,Zinnecker,1996
5,Mittelfranken,SPD,215,,Dr.,,Katrin,Hurle,1985
5,Mittelfranken,SPD,216,,,,Vitali,Liberov,1976
5,Mittelfranken,SPD,217,,,,Monika,Bentz,1953
5,Mittelfranken,SPD,218,,,,Felix,Gmöhling,1994
